,Country,Region,Happiness Rank,Happiness Score,Economy,Health,Freedom,Trust,Generosity,year
1210,Sri Lanka,South Asia,127.0,4.362,1.415,0.66,0.529,0.079,0.934,2022.0
1211,Madagascar,Sub-Saharan Africa,128.0,4.339,0.67,0.378,0.202,0.154,0.645,2022.0
1212,Egypt,Middle East and North Africa,129.0,4.288,1.388,0.548,0.469,0.254,0.732,2022.0
1213,Chad,Sub-Saharan Africa,130.0,4.251,0.662,0.225,0.18,0.077,0.506,2022.0
1214,Ethiopia,Sub-Saharan Africa,131.0,4.241,0.788,0.457,0.472,0.136,0.809,2022.0
1215,Yemen,Middle East and North Africa,132.0,4.197,0.691,0.384,0.33,0.098,1.043,2022.0
1216,Mauritania,Sub-Saharan Africa,133.0,4.153,1.1,0.45,0.304,0.138,0.865,2022.0
1217,Jordan,Middle East and North Africa,134.0,4.152,1.324,0.675,0.476,0.2,0.724,2022.0
1218,Togo,Sub-Saharan Africa,135.0,4.112,0.771,0.36,0.292,0.132,0.322,2022.0
1219,India,South Asia,136.0,3.777,1.167,0.471,0.647,0.123,0.376,2022.0
1220,Zambia,Sub-Saharan Africa,137.0,3.76,0.93,0.306,0.525,0.083,0.577,2022.0
1221,Malawi,Sub-Saharan Africa,138.0,3.75,0.648,0.388,0.477,0.157,0.279,2022.0
1222,Tanzania,Sub-Saharan Africa,139.0,3.702,0.848,0.425,0.578,0.27,0.597,2022.0
1223,Sierra Leone,Sub-Saharan Africa,140.0,3.574,0.686,0.273,0.387,0.055,0.416,2022.0
1224,Lesotho,Sub-Saharan Africa,141.0,3.512,0.839,0.0,0.419,0.018,0.848,2022.0
1225,Botswana,Sub-Saharan Africa,142.0,3.471,1.503,0.28,0.571,0.102,0.815,2022.0
1226,Rwanda,Sub-Saharan Africa,143.0,3.268,0.785,0.462,0.621,0.544,0.133,2022.0
1227,Zimbabwe,Sub-Saharan Africa,144.0,2.995,0.947,0.27,0.329,0.105,0.69,2022.0
1228,Lebanon,Middle East and North Africa,145.0,2.955,1.392,0.631,0.103,0.034,0.498,2022.0
1229,Afghanistan,South Asia,146.0,2.404,0.758,0.289,0.0,0.005,0.0,2022.0
